PWGTP,PERNP,AGEP,COW,QTRBIR,SEX,RAC1P,SCHL,JWTRNS
10,0,59,0,3,2,1,16,0
38,0,45,0,1,2,1,16,0
72,160,21,1,4,2,6,19,11
70,10000,51,1,1,1,1,17,0
103,0,68,0,1,2,2,21,0
9,0,63,0,4,2,1,1,0
6,0,71,1,3,1,1,16,0
22,0,49,0,2,1,2,16,0
89,4500,59,4,2,1,1,17,0
37,12400,58,4,4,2,1,16,2
32,2000,19,1,3,1,1,19,0
49,0,71,0,4,1,1,16,0
76,12000,22,1,1,2,1,19,10
67,0,36,0,1,1,2,19,0
43,2500,33,4,1,2,1,16,0
3,4000,22,2,1,1,6,19,10
9,0,28,0,3,1,1,16,0
19,0,84,1,3,2,1,16,0
65,0,95,0,2,2,1,16,0
16,5000,18,1,2,1,9,18,0
2,0,36,0,2,2,1,15,0
11,0,95,0,3,2,1,19,0
21,0,46,0,2,1,2,17,0
62,5000,22,4,1,1,1,19,10
39,4000,24,1,3,1,1,19,0
25,0,89,0,3,2,1,16,0
8,0,44,1,1,2,2,11,0
45,0,34,4,4,2,1,17,0
45,0,53,0,4,1,1,13,0
20,0,78,0,4,2,1,16,0
18,0,59,0,3,1,2,17,0
10,0,87,0,3,2,1,10,0
11,0,29,0,1,1,1,15,0
51,7000,19,1,3,2,1,19,10
48,10000,19,5,4,2,1,19,11
42,0,28,0,4,1,2,20,0
71,1100,18,4,4,2,2,18,2
58,0,51,0,1,1,1,16,0
64,8000,19,1,4,2,6,18,10
9,0,63,0,1,2,2,19,0
40,0,66,1,3,1,1,14,0
41,0,47,0,3,1,2,17,0
69,0,30,0,1,1,2,17,0
77,0,79,0,3,1,1,16,0
8,0,81,0,3,2,1,16,0
27,1800,62,1,3,1,1,19,0
24,6700,35,4,3,1,9,16,0
76,5000,19,1,2,2,1,19,10
19,8100,18,1,4,1,1,16,10
79,0,18,2,3,2,6,18,0
16,0,49,0,2,1,1,21,0
90,0,36,1,3,1,1,16,0
40,5000,19,1,2,2,1,19,10
18,0,59,0,3,1,2,15,0
59,1000,19,2,4,1,1,18,0
9,0,95,0,2,2,1,16,0
33,0,42,0,1,1,1,16,0
96,2000,19,1,3,1,1,19,0
76,8000,20,2,4,1,1,19,10
67,0,81,0,1,1,1,17,0
55,0,44,0,2,2,2,16,0
22,0,88,0,4,2,1,12,0
49,8000,19,1,2,2,1,18,11
23,-10001,0,0,4,1,9,0,0
41,66000,47,2,2,1,1,22,1
2,0,84,0,3,2,1,23,0
44,0,55,9,1,1,2,16,0
11,0,45,4,2,1,1,17,0
76,0,20,9,1,2,2,19,0
13,0,70,0,1,2,2,16,0
24,0,85,0,4,1,1,16,0
65,5300,20,1,2,2,9,19,0
34,0,90,0,3,2,1,16,0
67,0,95,0,4,2,1,16,0
12,0,95,0,1,1,1,19,0
27,0,73,0,1,2,1,19,0
5,0,34,0,1,1,1,18,0
32,0,51,0,3,2,1,21,0
25,0,69,0,2,1,9,13,0
10,0,66,0,2,1,1,1,0
62,6000,18,4,3,2,1,18,10
10,0,64,0,2,1,1,20,0
61,7000,23,1,3,1,9,16,1
35,85000,22,1,3,1,1,21,1
39,0,58,0,3,2,2,16,0
93,0,19,0,2,2,1,19,0
69,500,18,1,4,2,9,16,0
6,-10001,12,0,4,2,1,9,0
83,0,79,0,2,2,9,16,0
78,0,64,0,1,1,1,19,0
67,3000,18,1,4,2,6,18,0
11,0,95,0,1,2,1,17,0
38,-7400,28,6,3,1,1,16,0
62,0,87,0,4,2,2,16,0
87,0,84,0,4,2,1,17,0
63,1300,51,1,4,1,9,18,0
63,1000,20,1,4,2,1,16,0
48,5300,19,1,4,1,1,19,1
11,0,80,0,4,2,1,16,0
11,200,74,1,2,2,1,18,0
69,0,88,0,1,2,2,12,0
35,3600,17,2,4,1,1,18,0
16,0,25,5,3,2,1,15,0
107,0,36,0,1,2,1,17,0
9,20,20,6,4,1,2,13,0
14,0,65,0,3,1,1,16,0
43,320,42,4,3,2,1,19,0
24,0,78,0,1,2,1,22,0
55,0,88,0,4,2,1,16,0
113,0,34,1,3,1,2,14,0
37,0,74,0,3,1,1,16,0
10,0,62,0,4,2,1,21,0
97,0,20,0,1,1,1,19,0
25,7000,19,1,3,2,1,19,10
70,0,48,0,4,1,2,17,0
30,0,30,1,2,1,8,16,0
2,12000,50,2,3,1,1,21,1
37,25200,30,2,1,1,9,16,10
17,7200,21,2,1,2,1,19,1
25,-10001,7,0,4,1,9,5,0
105,0,87,0,4,2,1,16,0
26,13000,20,4,1,1,1,19,10
55,0,68,0,1,1,1,16,0
64,5000,19,1,2,2,1,19,10
11,0,48,1,3,1,9,19,0
113,0,77,0,3,2,1,15,0
28,0,88,0,2,2,1,16,0
28,10500,26,1,1,1,1,18,0
60,0,18,1,1,2,2,16,0
13,0,65,0,2,1,1,16,0
42,0,79,0,3,1,1,16,0
90,18000,24,1,2,1,1,17,0
25,0,83,0,2,2,1,21,0
58,800,18,6,1,2,1,19,11
18,1200,19,1,3,1,2,16,10
51,10000,19,1,1,2,6,19,1
45,0,57,0,3,2,1,15,0
19,-10001,10,0,1,1,2,7,0
442,1900,18,1,3,2,1,19,0
19,12000,56,2,1,1,1,21,0
24,45700,42,4,4,1,1,20,0
32,3200,20,1,3,2,1,19,1
101,0,32,0,2,1,2,14,0
13,0,28,0,4,1,1,16,0
94,0,75,0,2,2,1,16,0
13,0,30,1,1,1,2,19,0
39,0,86,0,1,1,1,19,0
17,0,95,0,3,2,1,19,0
14,24000,59,6,2,2,1,19,1
64,10000,20,4,4,2,1,19,10
9,5000,20,1,1,2,1,19,0
23,0,57,0,2,1,1,21,0
123,0,72,0,3,2,1,21,0
18,0,95,0,4,2,1,21,0
43,4000,19,1,3,2,1,19,1
92,1200,18,6,2,2,1,16,0
57,-10001,5,0,2,2,2,1,0
14,0,51,0,2,2,2,16,0
21,6400,21,1,3,2,2,18,2
40,0,19,0,3,1,1,18,0
19,0,73,0,2,2,1,13,0
10,0,75,0,1,1,1,15,0
7,0,90,0,1,2,1,16,0
76,0,46,1,4,2,1,16,0
63,3000,18,1,3,1,1,18,10
10,0,62,0,4,2,1,16,0
9,0,60,0,1,1,1,12,0
8,0,40,0,4,1,2,1,0
87,0,76,0,3,1,9,20,0
33,0,21,1,4,1,1,19,0
29,30200,34,4,1,1,1,17,0
48,3900,20,1,1,2,1,16,1
76,7000,18,1,1,2,1,16,10
33,0,52,0,1,1,1,16,0
40,1000,49,1,2,2,9,12,1
44,0,82,0,2,1,2,16,0
10,220,55,1,3,2,2,14,0
20,0,45,0,3,1,2,16,0
39,10000,20,4,4,2,1,19,10
63,1300,20,1,4,2,2,19,11
76,5000,20,1,2,1,1,19,0
11,0,59,0,1,1,1,15,0
40,0,35,0,4,1,1,14,0
109,0,95,0,2,1,9,12,0
12,0,62,0,4,2,1,16,0
70,0,24,1,1,1,2,16,0
6,-10001,15,0,4,2,1,11,0
10,0,48,0,4,1,2,16,0
1,0,69,0,4,1,1,1,0
214,5000,22,1,3,1,1,21,0
13,0,41,7,4,1,2,13,0
69,0,37,1,2,1,9,17,0
51,0,82,0,1,1,1,16,0
16,0,79,0,3,1,2,19,0
47,0,16,0,2,1,2,12,0
69,12000,21,1,1,1,1,19,1
11,0,63,0,4,1,1,16,0
14,-10001,12,0,2,2,9,8,0
30,0,87,0,4,2,1,15,0
16,0,67,0,3,1,1,10,0
17,18500,56,2,2,1,1,16,0
57,-7400,28,6,3,1,1,16,0
61,0,54,1,4,1,1,18,0
4,0,26,0,1,1,1,14,0
73,0,73,0,3,2,1,16,0
17,0,73,0,2,1,9,19,0
69,0,44,0,1,1,2,17,0
18,0,65,1,4,1,2,16,0
12,180,19,1,4,2,2,18,0
4,-10001,0,0,4,1,9,0,0
20,0,74,0,1,1,1,16,0
12,0,67,0,3,2,1,16,0
10,0,19,0,1,1,8,16,0
34,0,45,0,4,1,2,16,0
40,0,52,0,1,1,1,21,0
31,0,19,0,3,1,1,18,0
30,1200,20,1,3,1,1,19,11
31,14000,53,1,3,1,1,17,0
64,8000,21,1,4,2,1,19,1
80,0,18,1,3,2,1,18,0
71,10000,19,1,1,2,1,18,1
38,0,74,0,1,1,1,20,0
9,0,74,0,3,1,1,16,0
2,0,17,0,2,1,2,13,0
2,0,65,1,4,1,2,16,0
13,0,86,0,1,1,1,19,0
51,72000,33,4,1,1,2,14,0
77,2000,21,2,2,2,6,19,10
12,0,62,0,4,2,1,21,0
61,1500,21,4,4,2,1,19,1
15,0,74,0,4,2,1,16,0
24,0,58,1,2,1,1,17,0
8,0,65,0,1,2,9,19,0
21,0,70,0,1,1,1,19,0
74,4200,21,1,3,2,1,19,1
87,0,27,0,2,2,2,13,0
61,0,82,0,2,2,1,16,0
91,8000,19,1,3,1,2,16,10
16,240,42,4,4,1,9,17,0
16,-10001,4,0,2,1,2,1,0
78,0,74,0,1,1,1,20,0
78,0,44,0,1,1,2,17,0
23,7000,19,1,3,2,1,19,10
6,0,20,0,3,2,1,20,0
7,0,90,0,1,2,1,16,0
15,0,21,0,4,1,1,16,0
25,2000,18,1,2,2,1,18,0
22,0,63,0,1,2,2,16,0
8,0,63,0,3,2,2,16,0
8,0,45,0,3,1,2,16,0
23,1900,19,1,4,2,1,16,1
38,9600,20,1,4,1,1,19,0
8,0,64,0,1,1,1,20,0
77,170,53,4,2,1,2,17,0
43,11500,28,4,1,2,2,14,0
10,0,65,0,1,2,2,17,0
50,17000,31,1,3,1,1,21,0
7,0,77,0,2,2,2,16,0
61,5200,31,1,3,1,1,24,10
24,0,88,0,2,1,1,16,0
3,-10001,10,0,1,1,2,7,0
6,0,25,5,3,2,1,15,0
14,0,95,0,3,2,1,11,0
74,42000,24,1,3,1,2,19,1
11,0,70,4,4,2,1,21,0
75,0,84,0,3,2,1,16,0
41,12000,19,1,3,1,1,16,1
12,12000,50,2,3,1,1,21,1
30,9000,18,1,4,2,1,18,11
27,0,19,0,3,1,1,18,0
25,0,66,0,4,2,1,19,0
7,0,95,0,1,2,1,11,0
86,0,19,0,3,1,1,19,0
49,-10001,15,0,3,1,2,11,0
13,0,43,1,3,1,8,17,0
46,1200,21,4,2,2,1,16,10
65,17500,43,2,1,1,2,17,0
90,0,73,0,3,1,1,13,0
16,0,51,0,1,1,1,16,0
50,0,17,1,4,2,6,16,0
13,1100,32,1,3,1,1,6,0
37,0,24,1,1,1,2,16,0
75,0,88,0,1,2,1,12,0
75,6700,19,2,1,2,1,19,1
96,0,85,0,2,2,1,11,0
28,0,27,1,4,1,2,17,0
7,0,54,0,2,1,1,16,0
15,0,82,0,1,2,1,16,0
34,9000,57,2,2,2,1,19,12
64,0,88,0,3,2,1,12,0
12,0,79,0,3,1,1,16,0
43,10000,24,1,4,1,1,22,0
9,0,23,0,4,1,1,15,0
76,0,88,0,1,2,1,16,0
54,0,85,0,4,2,1,19,0
17,0,70,0,2,1,2,16,0
84,7800,19,1,4,1,6,19,0
179,30000,35,1,3,1,1,19,0
62,0,18,0,1,1,1,16,0
16,5000,21,4,2,1,1,16,11
2,2000,21,1,2,1,1,20,0
79,4700,19,1,4,2,1,16,0
36,1100,31,1,1,1,1,17,0
51,2000,19,1,3,1,1,19,0
37,0,86,0,1,1,1,18,0
75,16500,63,1,3,1,2,16,0
2,61000,64,6,2,1,2,20,11
83,6700,19,2,1,2,1,19,1
133,12700,59,4,4,2,1,16,2
6,1100,32,1,3,1,1,6,0
10,0,62,0,3,2,1,14,0
22,30000,35,1,3,1,1,20,0
61,0,19,0,4,2,2,16,0
11,0,90,0,4,2,1,12,0
81,0,42,0,2,1,2,13,0
13,0,63,0,3,2,2,16,0
6,0,61,0,1,2,2,21,0
16,0,25,1,3,1,2,17,0
89,0,46,0,2,2,6,18,0
8,0,18,0,1,2,1,14,0
151,8800,20,4,4,2,1,19,10
14,8200,23,4,4,2,1,16,10
17,32500,25,5,4,2,8,20,1
12,5200,32,1,4,1,1,24,10
11,0,16,0,1,1,1,13,0
5,0,68,0,3,1,1,1,0
4,1100,26,1,1,1,2,13,0
82,12000,18,1,4,2,9,18,11
26,2000,47,2,2,1,1,15,2
60,8000,20,1,1,2,1,19,0
18,0,73,0,1,2,1,19,0
65,2000,20,1,2,2,1,19,10
95,0,25,5,3,2,1,15,0
85,0,51,0,1,1,9,19,0
22,8500,20,1,1,1,1,19,0
57,8800,19,6,4,2,1,19,10
66,0,44,0,1,1,2,17,0
2,-10001,6,0,1,1,2,4,0
29,0,82,0,2,2,1,11,0
48,0,25,1,2,1,2,17,0
65,9000,18,1,4,2,1,18,11
17,0,37,0,2,1,1,17,0
21,10000,21,1,3,2,1,19,1
14,0,82,0,3,2,1,16,0
92,6000,20,1,3,1,1,19,10
43,0,60,0,3,1,2,16,0
20,0,86,0,1,2,1,12,0
29,0,39,0,4,1,2,17,0
21,0,26,0,1,1,1,14,0
95,0,34,0,3,1,1,19,0
65,0,19,0,4,2,9,19,0
87,16600,56,1,2,1,1,16,0
32,6500,18,4,4,1,1,19,10
23,10000,19,1,1,2,6,19,1
96,0,95,0,2,2,1,21,0
67,8600,18,1,2,2,2,16,1
34,8200,23,4,4,2,1,16,10
82,3000,20,4,3,2,6,19,11
40,0,35,0,2,1,1,17,0
56,7300,20,1,1,2,1,18,10
44,36000,25,2,2,1,1,21,11
13,24600,34,1,1,1,6,17,0
6,0,95,0,1,2,1,24,0
20,0,88,0,3,2,1,16,0
14,0,29,0,3,1,2,17,0
81,6000,19,4,1,1,1,19,10
94,0,19,0,2,2,2,19,0
5,-10001,12,0,2,2,9,8,0
18,0,55,0,1,1,1,21,0
24,0,81,0,3,2,1,15,0
31,14000,25,1,2,1,1,21,2
88,630,20,1,2,2,6,19,0
35,8000,27,1,1,1,9,14,0
14,0,79,0,2,2,1,16,0
31,0,34,1,3,1,2,14,0
120,11000,25,6,2,2,1,16,0
48,0,62,0,4,2,1,21,0
70,30000,33,1,3,1,1,16,0
37,0,95,0,1,2,1,19,0
17,0,23,0,2,1,2,15,0
66,0,20,0,2,2,1,19,0
5,0,74,0,2,2,1,16,0
29,2000,20,1,1,2,1,19,0
52,12000,19,4,2,1,1,19,11
74,9800,18,1,2,2,9,16,0
27,0,68,0,1,2,2,21,0
59,6200,20,1,2,1,1,19,0
19,8500,20,1,4,1,1,19,0
122,0,72,0,2,1,2,15,0
11,14100,20,4,1,2,1,16,10
8,0,57,0,2,2,1,16,0
69,620,22,1,4,1,2,17,0
29,0,95,0,3,2,1,11,0
9,20000,31,4,4,1,6,21,12
70,0,54,1,2,2,2,19,0
54,0,95,0,4,2,1,16,0
14,0,63,0,1,1,1,19,0
84,0,18,0,2,2,1,19,0
64,0,68,0,3,2,1,21,0
20,0,95,0,1,1,1,13,0
15,0,75,0,2,2,1,16,0
38,0,70,4,2,1,1,18,0
2,12000,50,2,3,1,1,22,1
49,0,19,0,3,1,1,18,0
25,0,60,0,3,1,1,16,0
76,30000,20,4,4,1,1,19,1
19,30000,28,1,2,1,1,14,0
23,-10001,13,0,2,2,9,11,0
16,0,74,0,3,1,1,1,0
73,8800,18,6,4,2,2,19,1
33,0,71,0,1,2,1,16,0
52,0,53,0,3,1,2,16,0
29,0,30,1,1,1,2,16,0
14,0,59,0,2,1,1,16,0
45,0,17,1,4,2,6,16,0
8,0,75,0,1,2,1,16,0
70,0,64,0,4,1,1,21,0
11,0,32,7,4,1,1,16,0
98,2000,18,7,3,1,1,18,0
38,0,30,1,2,1,2,14,0
38,1000,18,1,3,1,1,16,0
80,19000,22,1,2,2,1,19,1
14,0,57,0,2,2,1,16,0
9,0,76,0,4,2,1,16,0
18,120000,48,5,4,1,1,21,0
54,1000,18,1,2,2,1,18,0
15,0,23,0,2,1,2,15,0
51,9000,18,2,3,2,1,16,10
34,5900,19,1,1,2,1,19,0
66,12000,22,1,1,2,1,19,10
1,0,59,0,4,1,2,16,0
53,61000,64,6,2,1,2,20,11
27,-10001,12,0,2,2,9,8,0
54,0,20,0,2,2,1,19,0
45,0,18,1,4,2,1,18,0
13,15000,21,1,4,2,6,18,0
15,10000,29,4,4,1,1,17,0
35,1100,31,1,1,1,1,17,0
4,0,77,6,3,2,1,18,0
19,0,64,0,3,2,2,1,0
7,0,60,0,1,2,1,1,0
187,600,37,1,2,2,2,16,2
76,0,67,0,4,1,2,19,0
46,0,86,0,1,1,1,16,0
28,-10001,15,0,3,2,2,11,0
17,12000,35,1,3,2,1,13,0
77,0,85,0,2,1,1,11,0
71,2000,20,1,1,2,1,19,0
15,0,84,0,4,2,1,22,0
9,0,70,0,1,1,1,22,0
65,0,45,0,4,1,2,16,0
32,0,33,1,1,1,1,16,0
9,3500,19,1,2,2,1,19,0
8,0,95,0,3,2,1,20,0
67,0,95,0,1,2,2,16,0
31,5000,18,1,4,2,1,16,0
60,0,89,0,4,1,2,22,0
22,0,82,0,3,1,1,17,0
18,30000,31,1,3,1,1,21,0
18,0,83,0,4,2,1,16,0
30,4700,19,1,1,1,1,16,11
26,0,32,0,3,1,1,17,0
42,0,60,0,4,1,1,18,0
10,0,46,0,2,1,9,16,0
5,8000,21,1,3,2,1,19,0
5,0,69,0,1,1,1,13,0
81,0,95,0,4,1,1,21,0
64,42000,24,1,3,1,2,19,1
48,0,56,0,2,2,1,1,0
10,0,82,0,3,1,1,17,0
7,0,86,0,4,2,1,20,0
95,0,18,0,2,1,1,18,0
74,5000,18,1,3,2,1,18,0
95,0,89,0,2,2,2,16,0
74,500,19,3,3,2,1,18,0
24,0,89,0,3,1,2,16,0
5,0,71,0,4,1,1,21,0
56,10400,75,4,2,1,2,21,0
13,0,79,0,2,2,1,16,0
38,23300,40,4,3,2,1,19,0
31,0,18,9,3,1,1,18,0
77,4000,18,1,3,2,1,16,0
127,0,60,0,3,1,2,17,0
112,0,52,9,1,1,2,16,0
13,0,95,0,2,2,1,16,0
20,0,51,0,1,1,1,19,0
18,0,77,0,1,2,1,16,0
81,0,55,0,2,1,1,17,0
35,0,28,0,3,1,1,19,0
31,0,46,0,2,2,1,17,0
74,7000,20,1,3,2,1,19,0
15,0,74,0,3,1,1,18,0
4,24000,59,6,2,2,1,19,1
53,0,75,0,2,2,1,16,0
23,0,56,0,2,1,1,16,0
44,0,26,0,4,1,9,17,0
1,0,84,0,3,2,1,16,0
101,0,95,0,3,2,1,20,0
23,7000,67,1,2,1,1,10,2
6,200,74,1,2,2,1,18,0
21,0,30,0,1,1,1,18,0
68,0,24,0,1,1,1,17,0
5,0,59,1,3,1,1,19,0
21,0,86,0,2,2,1,16,0
102,0,90,0,1,2,1,16,0
82,1800,64,1,4,1,1,18,0
72,0,86,0,2,2,2,16,0
26,0,81,0,4,2,1,21,0
8,0,21,0,3,1,1,14,0
81,0,85,0,1,1,1,19,0
18,6900,19,1,4,2,1,19,10
67,9600,20,1,4,1,1,19,0
147,0,52,0,2,1,1,16,0
12,0,70,0,4,1,1,19,0
23,0,51,0,1,1,1,16,0
44,10000,20,1,2,1,2,19,10
59,0,19,0,3,1,1,19,0
29,0,66,0,1,2,2,11,0
41,800,18,4,3,2,1,18,2
11,1100,20,1,2,2,2,20,10
20,0,49,0,2,1,1,21,0
12,0,39,1,4,1,1,17,0
71,3500,23,1,4,1,8,22,12
33,5000,18,6,3,2,2,16,0
42,950,18,4,2,1,1,18,1
107,0,37,0,4,1,1,17,0
20,0,95,0,2,1,1,16,0
31,0,95,0,4,2,1,16,0
78,0,39,0,1,1,1,18,0
50,0,37,0,3,2,1,11,0
90,20000,34,1,3,1,2,14,0
31,0,85,0,2,1,1,15,0
30,0,91,0,1,2,1,16,0
12,0,86,0,1,1,1,11,0
38,5000,20,4,2,1,1,19,10
19,0,80,0,3,2,1,16,0
35,2700,27,4,4,1,2,18,0
48,2500,19,1,3,1,9,18,0
29,7000,22,2,3,1,1,19,10
80,0,37,0,4,1,2,17,0
6,0,73,0,3,2,1,16,0
52,0,63,0,4,1,1,21,0
8,0,37,0,1,2,1,16,0
30,0,95,0,1,1,1,19,0
10,0,62,0,4,2,1,16,0
69,96000,28,5,3,1,2,16,0
5,2000,20,6,1,2,1,20,11
24,0,85,0,1,2,1,12,0
66,0,74,0,3,1,1,21,0
27,7000,23,1,3,1,9,19,1
55,0,50,0,3,2,2,15,0
70,0,64,0,3,1,1,16,0
81,5400,19,2,2,2,1,16,1
63,9000,18,1,4,2,1,18,11
70,200,19,8,4,2,5,19,0
70,0,20,0,1,2,1,19,0
53,0,36,0,1,1,2,17,0
9,0,19,0,1,1,8,16,0
8,0,44,1,4,1,2,17,0
2,0,44,0,2,2,2,16,0
82,0,36,0,1,2,1,17,0
11,0,91,0,4,2,2,16,0
67,0,95,0,4,2,1,16,0
54,0,95,0,2,2,1,16,0
37,17000,42,1,2,1,9,19,0
63,30000,20,4,4,1,1,19,1
20,0,76,0,2,1,1,16,0
80,0,34,1,3,1,2,19,0
83,7000,18,2,1,2,1,18,1
26,0,85,0,2,1,2,16,0
30,0,18,0,4,1,8,16,0
11,0,81,0,2,2,1,21,0
83,0,70,0,1,2,2,21,0
32,0,51,0,1,1,2,19,0
62,0,73,0,1,2,2,21,0
39,16200,45,4,3,1,2,17,0
55,0,71,0,2,1,1,13,0
37,8500,27,1,4,2,1,17,0
22,0,51,0,2,2,2,16,0
84,0,79,0,4,2,1,18,0
34,320,50,4,2,2,1,20,0
26,0,55,0,4,1,1,16,0
14,0,58,0,3,1,1,19,0
36,0,20,1,1,1,9,9,0
50,0,61,0,2,1,1,18,0
34,15600,21,2,4,1,1,16,10
24,0,41,1,3,2,1,19,0
43,1000,20,2,1,2,1,19,0
150,0,70,0,1,2,2,16,0
38,0,73,0,4,1,1,16,0
29,0,28,1,2,1,9,17,0
8,0,28,0,1,2,2,15,0
35,3500,31,1,4,1,1,16,0
94,34800,27,1,2,2,1,19,0
14,0,77,0,3,2,2,19,0
62,9000,21,2,2,1,1,19,10
132,0,45,0,1,2,1,16,0
11,0,85,0,2,2,2,22,0
10,0,95,0,3,1,1,19,0
7,-10001,15,0,3,2,2,11,0
9,0,49,0,2,1,1,17,0
23,0,17,0,3,1,1,11,0
63,0,19,1,4,2,6,19,0
15,0,78,0,1,2,2,16,0
83,0,55,0,2,1,1,16,0
12,0,81,0,3,2,1,20,0
39,25200,29,2,2,1,9,16,10
10,66000,47,2,2,1,1,21,1
23,0,83,0,3,2,1,16,0
28,6600,31,1,3,2,1,13,0
30,0,59,0,3,2,1,16,0
12,8500,21,1,1,1,4,19,11
109,0,36,0,1,1,2,17,0
7,0,19,1,3,1,1,16,0
2,0,66,0,4,2,2,16,0
76,0,28,1,2,1,2,17,0
59,1000,19,4,2,2,9,19,10
3,18500,56,2,2,1,1,16,0
13,0,59,0,1,1,2,19,0
41,10000,29,4,4,1,1,16,0
16,0,60,0,1,1,1,12,0
2,840,23,2,1,1,6,19,10
42,0,39,0,4,1,6,10,0
84,0,70,0,1,2,2,16,0
71,3000,19,1,3,1,1,18,10
64,6000,48,4,4,1,2,12,0
49,0,18,0,3,2,1,18,0
10,0,95,0,1,2,1,19,0
72,2000,19,7,1,1,1,19,0
25,23300,69,4,3,2,1,16,0
64,0,20,1,3,2,1,19,0
13,0,70,0,1,1,1,21,0
2,0,53,1,4,2,1,16,0
76,2500,18,1,2,2,6,16,1
1,0,30,0,2,1,1,17,0
8,0,57,0,3,2,2,19,0
41,3500,19,3,3,2,1,16,0
5,-10001,15,0,1,2,9,12,0
15,0,60,0,3,1,1,16,0
25,0,80,0,2,2,1,9,0
38,4500,18,1,3,1,1,18,0
1,0,44,0,1,1,2,19,0
5,0,68,0,1,1,1,7,0
10,0,27,0,1,1,1,14,0
10,0,33,0,1,1,2,17,0
202,0,60,0,1,1,2,19,0
16,0,57,0,2,1,1,16,0
62,0,84,0,3,1,2,16,0
13,0,49,0,2,2,2,17,0
87,12000,21,1,1,1,1,19,1
113,0,51,0,1,1,1,16,0
106,0,43,1,4,2,2,19,0
71,420,20,2,4,2,1,19,11
92,0,71,0,3,1,1,16,0
87,0,59,2,4,1,1,20,0
55,0,80,0,4,2,1,18,0
9,0,62,0,4,2,1,21,0
7,85000,22,1,3,1,1,21,1
76,7500,19,1,2,2,1,16,0
56,0,61,0,2,1,1,18,0
54,0,80,0,2,2,1,16,0
31,800,20,4,4,1,9,19,10
68,0,29,0,1,1,2,16,0
12,0,57,0,2,2,1,16,0
46,27000,28,8,3,1,2,19,0
68,300,18,1,1,2,1,16,10
132,0,76,0,2,1,1,21,0
32,0,61,0,2,1,1,18,0
85,9000,31,1,3,2,1,13,0
41,0,84,0,4,2,1,17,0
28,0,72,0,1,1,1,11,0
47,9000,18,2,1,2,1,16,10
10,0,51,0,2,2,2,16,0
35,0,88,0,2,1,1,16,0
85,0,17,0,2,1,1,13,0
25,0,95,0,4,2,1,16,0
70,0,40,0,3,1,2,17,0
72,6000,18,4,3,2,1,18,10
81,0,79,0,1,2,9,20,0
67,9000,19,2,4,2,9,18,10
3,0,16,0,4,2,1,12,0
72,-10001,13,0,2,2,9,11,0
44,0,36,0,1,1,2,18,0
38,0,67,0,4,2,1,16,0
9,0,79,0,2,2,1,16,0
80,10000,19,1,3,1,1,18,0
23,0,45,1,1,1,1,16,0
57,0,18,0,1,2,1,18,0
91,0,21,1,4,1,1,19,0
95,0,59,0,3,1,2,15,0
100,6500,18,4,4,1,1,19,10
76,0,85,0,1,2,1,20,0
117,3000,18,1,2,2,1,18,0
43,26000,62,4,2,1,2,13,0
71,9000,58,2,2,2,1,17,12
12,1000,18,1,4,2,1,14,0
29,1600,51,1,4,1,2,17,0
88,2400,47,2,2,1,1,15,2
93,0,19,0,1,1,1,19,0
11,0,86,0,1,2,1,12,0
19,0,61,0,1,2,2,16,0
35,56500,25,1,3,1,6,21,0
59,0,95,0,4,2,2,16,0
66,12000,20,1,2,2,1,20,1
4,0,65,0,1,2,2,17,0
97,0,76,0,4,2,1,11,0
72,0,20,0,1,2,1,19,0
19,0,83,0,3,2,1,12,0
10,11000,25,6,2,2,1,16,0
73,30000,33,1,3,1,1,13,0
24,0,58,0,4,1,1,16,0
132,0,33,0,2,1,1,11,0
133,60000,63,6,3,2,1,16,11
72,1000,18,1,2,2,1,18,0
40,0,80,0,4,2,1,16,0
98,5000,33,1,4,1,1,19,10
29,0,18,3,4,2,1,16,0
6,0,95,0,1,2,1,24,0
137,0,83,0,3,2,1,16,0
64,3400,19,1,1,1,1,19,0
68,9300,47,1,4,1,2,19,0
12,0,27,0,2,2,2,13,0
30,0,19,1,2,2,8,19,0
6,21900,24,1,3,1,2,17,0
71,8200,21,4,2,2,1,19,10
22,0,90,0,4,2,1,1,0
15,0,84,1,3,2,1,16,0
14,0,83,0,1,2,1,16,0
19,9000,18,2,3,2,1,16,10
65,0,62,6,2,1,2,17,0
12,0,62,0,2,1,1,16,0
25,0,65,0,3,1,1,16,0
86,0,19,0,1,1,1,16,0
17,36000,43,2,4,1,1,21,10
71,0,60,0,1,1,2,12,0
8,-10001,15,0,4,2,1,11,0
22,0,80,0,1,1,1,16,0
35,0,95,0,4,2,1,16,0
67,0,31,0,2,1,1,16,0
24,0,73,0,3,2,1,16,0
21,0,74,0,3,1,1,18,0
31,5300,19,1,4,1,1,19,1
42,7400,64,4,4,1,1,22,0
68,0,37,0,4,1,2,17,0
50,0,39,0,3,1,2,17,0
135,0,39,0,4,1,1,20,0
110,-10001,5,0,2,2,2,1,0
44,0,25,1,2,1,1,17,0
50,0,76,0,1,1,1,22,0
97,0,67,0,3,1,1,10,0
4,9600,20,1,4,1,1,19,0
74,500,18,2,2,2,1,18,0
30,8000,21,1,4,2,1,19,1
3,9000,57,2,2,2,1,17,12
12,0,56,0,1,2,1,17,0
13,0,22,0,2,2,2,19,0
12,0,27,0,2,2,2,14,0
90,5000,18,2,4,1,1,16,0
